tourney,surface,player,wins,prob_win
Davis Cup QLS R1: SWE vs BRA,Hard,Diego Duran,8,0.004
Davis Cup QLS R1: SWE vs BRA,Hard,Yoshihito Nishioka,8,0.004
Davis Cup QLS R1: SWE vs BRA,Hard,Tallon Griekspoor,8,0.004
Davis Cup QLS R1: SWE vs BRA,Hard,Thiago Monteiro,8,0.004
Davis Cup QLS R1: SWE vs BRA,Hard,Romain Arneodo,8,0.004
Davis Cup QLS R1: SWE vs BRA,Hard,Quentin Halys,8,0.004
Davis Cup QLS R1: SWE vs BRA,Hard,Ioannis Xilas,8,0.004
Davis Cup QLS R1: SWE vs BRA,Hard,Jack Loutit,7,0.0035
Davis Cup QLS R1: SWE vs BRA,Hard,Ben Shelton,7,0.0035
Davis Cup QLS R1: SWE vs BRA,Hard,Paul Jubb,7,0.0035
Davis Cup QLS R1: SWE vs BRA,Hard,Elmer Moller,7,0.0035
Davis Cup QLS R1: SWE vs BRA,Hard,Gonzalo Escobar,7,0.0035
Davis Cup QLS R1: SWE vs BRA,Hard,Franco Roncadelli,6,0.003
Davis Cup QLS R1: SWE vs BRA,Hard,Reilly Opelka,6,0.003
Davis Cup QLS R1: SWE vs BRA,Hard,Stylianos Christodoulou,6,0.003
Davis Cup QLS R1: SWE vs BRA,Hard,Rafael Nadal,6,0.003
Davis Cup QLS R1: SWE vs BRA,Hard,Jan Lennard Struff,6,0.003
Davis Cup QLS R1: SWE vs BRA,Hard,Francisco Cerundolo,6,0.003
Davis Cup QLS R1: SWE vs BRA,Hard,Dusan Lajovic,6,0.003
Davis Cup QLS R1: SWE vs BRA,Hard,Matteo Berrettini,5,0.0025
Davis Cup QLS R1: SWE vs BRA,Hard,Facundo Bagnis,5,0.0025
Davis Cup QLS R1: SWE vs BRA,Hard,Roberto Carballes Baena,5,0.0025
Davis Cup QLS R1: SWE vs BRA,Hard,Nuno Borges,4,0.002
Davis Cup QLS R1: SWE vs BRA,Hard,Zsombor Piros,4,0.002
Davis Cup QLS R1: SWE vs BRA,Hard,Alex Molcan,4,0.002
Davis Cup QLS R1: SWE vs BRA,Hard,Giovanni Mpetshi Perricard,4,0.002
Davis Cup QLS R1: SWE vs BRA,Hard,Lorenzo Musetti,3,0.0015
Davis Cup QLS R1: SWE vs BRA,Hard,Felix Auger Aliassime,3,0.0015
Davis Cup QLS R1: SWE vs BRA,Hard,Sebastian Baez,1,0.0005
Davis Cup QLS R1: UKR vs USA,Hard,Jannik Sinner,237,0.1185
Davis Cup QLS R1: UKR vs USA,Hard,Grigor Dimitrov,54,0.027
Davis Cup QLS R1: UKR vs USA,Hard,Carlos Alcaraz,39,0.0195
Davis Cup QLS R1: UKR vs USA,Hard,Alexander Zverev,38,0.019
Davis Cup QLS R1: UKR vs USA,Hard,Ugo Humbert,38,0.019
Davis Cup QLS R1: UKR vs USA,Hard,Holger Rune,37,0.0185
Davis Cup QLS R1: UKR vs USA,Hard,Alexei Popyrin,33,0.0165
Davis Cup QLS R1: UKR vs USA,Hard,Karen Khachanov,32,0.016
Davis Cup QLS R1: UKR vs USA,Hard,Jordan Thompson,31,0.0155
Davis Cup QLS R1: UKR vs USA,Hard,Andrey Rublev,25,0.0125
Davis Cup QLS R1: UKR vs USA,Hard,David Goffin,23,0.0115
Davis Cup QLS R1: UKR vs USA,Hard,Alex Michelsen,22,0.011
Davis Cup QLS R1: UKR vs USA,Hard,Juncheng Shang,22,0.011
Davis Cup QLS R1: UKR vs USA,Hard,Daniil Medvedev,21,0.0105
Davis Cup QLS R1: UKR vs USA,Hard,Taylor Fritz,21,0.0105
Davis Cup QLS R1: UKR vs USA,Hard,Tomas Machac,21,0.0105
Davis Cup QLS R1: UKR vs USA,Hard,Sebastian Korda,20,0.01
Davis Cup QLS R1: UKR vs USA,Hard,Darian King,20,0.01
Davis Cup QLS R1: UKR vs USA,Hard,Joao Fonseca,19,0.0095
Davis Cup QLS R1: UKR vs USA,Hard,Frances Tiafoe,19,0.0095
Davis Cup QLS R1: UKR vs USA,Hard,Jack Draper,18,0.009
Davis Cup QLS R1: UKR vs USA,Hard,Henrique Rocha,18,0.009
Davis Cup QLS R1: UKR vs USA,Hard,Ben Shelton,18,0.009
Davis Cup QLS R1: UKR vs USA,Hard,Emil Ruusuvuori,18,0.009
Davis Cup QLS R1: UKR vs USA,Hard,Alex De Minaur,17,0.0085
Davis Cup QLS R1: UKR vs USA,Hard,Matteo Arnaldi,17,0.0085
Davis Cup QLS R1: UKR vs USA,Hard,Jakub Mensik,17,0.0085
Davis Cup QLS R1: UKR vs USA,Hard,Learner Tien,17,0.0085
Davis Cup QLS R1: UKR vs USA,Hard,Gabriel Diallo,17,0.0085
Davis Cup QLS R1: UKR vs USA,Hard,Nicolai Budkov Kjaer,16,0.008
Davis Cup QLS R1: UKR vs USA,Hard,Remy Bertola,16,0.008
Davis Cup QLS R1: UKR vs USA,Hard,Alexander Bublik,16,0.008
Davis Cup QLS R1: UKR vs USA,Hard,Gabi Adrian Boitan,16,0.008
Davis Cup QLS R1: UKR vs USA,Hard,Alibek Kachmazov,16,0.008
Davis Cup QLS R1: UKR vs USA,Hard,Gonzalo Escobar,16,0.008
Davis Cup QLS R1: UKR vs USA,Hard,Ioannis Xilas,16,0.008
Davis Cup QLS R1: UKR vs USA,Hard,Thiago Agustin Tirante,16,0.008
Davis Cup QLS R1: UKR vs USA,Hard,Jiri Lehecka,16,0.008
Davis Cup QLS R1: UKR vs USA,Hard,Yanaki Milev,15,0.0075
Davis Cup QLS R1: UKR vs USA,Hard,Matej Dodig,15,0.0075
Davis Cup QLS R1: UKR vs USA,Hard,Tommy Paul,15,0.0075
Davis Cup QLS R1: UKR vs USA,Hard,Oliver Ojakaar,14,0.007
Davis Cup QLS R1: UKR vs USA,Hard,Brandon Nakashima,14,0.007
Davis Cup QLS R1: UKR vs USA,Hard,Novak Djokovic,14,0.007
Davis Cup QLS R1: UKR vs USA,Hard,Thomas Yaka Kofi Setodji,14,0.007
Davis Cup QLS R1: UKR vs USA,Hard,Kei Nishikori,14,0.007
Davis Cup QLS R1: UKR vs USA,Hard,Pablo Carreno Busta,14,0.007
Davis Cup QLS R1: UKR vs USA,Hard,Marcelo Arevalo,14,0.007
Davis Cup QLS R1: UKR vs USA,Hard,Elmer Moller,14,0.007
Davis Cup QLS R1: UKR vs USA,Hard,Paul Jubb,14,0.007
Davis Cup QLS R1: UKR vs USA,Hard,Alejandro Davidovich Fokina,14,0.007
Davis Cup QLS R1: UKR vs USA,Hard,Marco Trungelliti,14,0.007
Davis Cup QLS R1: UKR vs USA,Hard,Coleman Wong,14,0.007
Davis Cup QLS R1: UKR vs USA,Hard,Pablo Llamas Ruiz,13,0.0065
Davis Cup QLS R1: UKR vs USA,Hard,Milos Raonic,13,0.0065
Davis Cup QLS R1: UKR vs USA,Hard,Diego Duran,13,0.0065
Davis Cup QLS R1: UKR vs USA,Hard,Tallon Griekspoor,13,0.0065
Davis Cup QLS R1: UKR vs USA,Hard,Benedict Badza,13,0.0065
Davis Cup QLS R1: UKR vs USA,Hard,Martin Damm,13,0.0065
Davis Cup QLS R1: UKR vs USA,Hard,Viktor Durasovic,13,0.0065
Davis Cup QLS R1: UKR vs USA,Hard,Casper Ruud,13,0.0065
Davis Cup QLS R1: UKR vs USA,Hard,Marcos Giron,13,0.0065
Davis Cup QLS R1: UKR vs USA,Hard,Liova Ayite Ajavon,13,0.0065
Davis Cup QLS R1: UKR vs USA,Hard,Reilly Opelka,13,0.0065
Davis Cup QLS R1: UKR vs USA,Hard,Altug Celikbilek,12,0.006
Davis Cup QLS R1: UKR vs USA,Hard,Bu Yunchaokete,12,0.006
Davis Cup QLS R1: UKR vs USA,Hard,Nerman Fatic,12,0.006
Davis Cup QLS R1: UKR vs USA,Hard,Lucas Miedler,12,0.006
Davis Cup QLS R1: UKR vs USA,Hard,Flavio Cobolli,12,0.006
Davis Cup QLS R1: UKR vs USA,Hard,Alex Knaff,12,0.006
Davis Cup QLS R1: UKR vs USA,Hard,Vasek Pospisil,12,0.006
Davis Cup QLS R1: UKR vs USA,Hard,Cezar Cretu,12,0.006
Davis Cup QLS R1: UKR vs USA,Hard,Fitriadi M Rifqi,12,0.006
Davis Cup QLS R1: UKR vs USA,Hard,Felix Auger Aliassime,12,0.006
Davis Cup QLS R1: UKR vs USA,Hard,Jack Loutit,12,0.006
Davis Cup QLS R1: UKR vs USA,Hard,Zizou Bergs,12,0.006
Davis Cup QLS R1: UKR vs USA,Hard,Gael Monfils,12,0.006
Davis Cup QLS R1: UKR vs USA,Hard,Hong Kit Jack Wong,12,0.006
Davis Cup QLS R1: UKR vs USA,Hard,Nam Hoang Ly,12,0.006
Davis Cup QLS R1: UKR vs USA,Hard,Facundo Bagnis,11,0.0055
Davis Cup QLS R1: UKR vs USA,Hard,Andres Andrade,11,0.0055
Davis Cup QLS R1: UKR vs USA,Hard,Cameron Norrie,11,0.0055
Davis Cup QLS R1: UKR vs USA,Hard,Roberto Carballes Baena,11,0.0055
Davis Cup QLS R1: UKR vs USA,Hard,Ricardas Berankis,11,0.0055
Davis Cup QLS R1: UKR vs USA,Hard,Hamad Medjedovic,11,0.0055
Davis Cup QLS R1: UKR vs USA,Hard,Michael Mmoh,10,0.005
Davis Cup QLS R1: UKR vs USA,Hard,Jerome Kym,10,0.005
Davis Cup QLS R1: UKR vs USA,Hard,Demetris Azoides,10,0.005
Davis Cup QLS R1: UKR vs USA,Hard,Lukas Neumayer,10,0.005
Davis Cup QLS R1: UKR vs USA,Hard,Arthur Fils,10,0.005
Davis Cup QLS R1: UKR vs USA,Hard,Iliyan Radulov,10,0.005
Davis Cup QLS R1: UKR vs USA,Hard,Billy Harris,10,0.005
Davis Cup QLS R1: UKR vs USA,Hard,Timofey Skatov,9,0.0045
Davis Cup QLS R1: UKR vs USA,Hard,Mohamed Safwat,9,0.0045
Davis Cup QLS R1: UKR vs USA,Hard,Roberto Bautista Agut,9,0.0045
Davis Cup QLS R1: UKR vs USA,Hard,Juan Carlos Prado Angelo,9,0.0045
Davis Cup QLS R1: UKR vs USA,Hard,Denis Shapovalov,9,0.0045
Davis Cup QLS R1: UKR vs USA,Hard,Stylianos Christodoulou,9,0.0045
Davis Cup QLS R1: UKR vs USA,Hard,Yoshihito Nishioka,9,0.0045
Davis Cup QLS R1: UKR vs USA,Hard,Blaise Bicknell,9,0.0045
Davis Cup QLS R1: UKR vs USA,Hard,Boris Arias,9,0.0045
Davis Cup QLS R1: UKR vs USA,Hard,Beibit Zhukayev,9,0.0045
Davis Cup QLS R1: UKR vs USA,Hard,Giovanni Mpetshi Perricard,9,0.0045
Davis Cup QLS R1: UKR vs USA,Hard,Chris Rodesch,9,0.0045
Davis Cup QLS R1: UKR vs USA,Hard,Thiago Monteiro,8,0.004
Davis Cup QLS R1: UKR vs USA,Hard,Lukas Pokorny,8,0.004
Davis Cup QLS R1: UKR vs USA,Hard,Martyn Pawelski,8,0.004
Davis Cup QLS R1: UKR vs USA,Hard,Hugo Nys,8,0.004
Davis Cup QLS R1: UKR vs USA,Hard,Aleksandre Bakshi,8,0.004
Davis Cup QLS R1: UKR vs USA,Hard,Gijs Brouwer,8,0.004
Davis Cup QLS R1: UKR vs USA,Hard,Nuno Borges,8,0.004
Davis Cup QLS R1: UKR vs USA,Hard,Franco Roncadelli,7,0.0035
Davis Cup QLS R1: UKR vs USA,Hard,Alex Molcan,7,0.0035
Davis Cup QLS R1: UKR vs USA,Hard,Tomas Martin Etcheverry,7,0.0035
Davis Cup QLS R1: UKR vs USA,Hard,Alejandro Tabilo,7,0.0035
Davis Cup QLS R1: UKR vs USA,Hard,Romain Arneodo,6,0.003
Davis Cup QLS R1: UKR vs USA,Hard,Quentin Halys,6,0.003
Davis Cup QLS R1: UKR vs USA,Hard,Zsombor Piros,6,0.003
Davis Cup QLS R1: UKR vs USA,Hard,Lorenzo Musetti,6,0.003
Davis Cup QLS R1: UKR vs USA,Hard,Niki Kaliyanda Poonacha,6,0.003
Davis Cup QLS R1: UKR vs USA,Hard,Dusan Lajovic,5,0.0025
Davis Cup QLS R1: UKR vs USA,Hard,Francisco Cerundolo,5,0.0025
Davis Cup QLS R1: UKR vs USA,Hard,Rafael Nadal,5,0.0025
Davis Cup QLS R1: UKR vs USA,Hard,Hubert Hurkacz,4,0.002
Davis Cup QLS R1: UKR vs USA,Hard,Stefanos Tsitsipas,4,0.002
Davis Cup QLS R1: UKR vs USA,Hard,Jan Lennard Struff,4,0.002
Davis Cup QLS R1: UKR vs USA,Hard,Sebastian Baez,3,0.0015
Davis Cup QLS R1: UKR vs USA,Hard,Matteo Berrettini,3,0.0015
Davis Cup WG1 PO: COL vs LUX,Clay,Sebastian Baez,58,0.029
Davis Cup WG1 PO: COL vs LUX,Clay,Casper Ruud,55,0.0275
Davis Cup WG1 PO: COL vs LUX,Clay,Jan Lennard Struff,54,0.027
Davis Cup WG1 PO: COL vs LUX,Clay,Alexander Zverev,46,0.023
Davis Cup WG1 PO: COL vs LUX,Clay,Stefanos Tsitsipas,45,0.0225
Davis Cup WG1 PO: COL vs LUX,Clay,Novak Djokovic,41,0.0205
Davis Cup WG1 PO: COL vs LUX,Clay,Matteo Berrettini,37,0.0185
Davis Cup WG1 PO: COL vs LUX,Clay,Francisco Cerundolo,36,0.018
Davis Cup WG1 PO: COL vs LUX,Clay,Carlos Alcaraz,36,0.018
Davis Cup WG1 PO: COL vs LUX,Clay,Felix Auger Aliassime,34,0.017
Davis Cup WG1 PO: COL vs LUX,Clay,Dusan Lajovic,26,0.013
Davis Cup WG1 PO: COL vs LUX,Clay,Nuno Borges,26,0.013
Davis Cup WG1 PO: COL vs LUX,Clay,Jakub Mensik,23,0.0115
Davis Cup WG1 PO: COL vs LUX,Clay,Quentin Halys,23,0.0115
Davis Cup WG1 PO: COL vs LUX,Clay,Facundo Bagnis,21,0.0105
Davis Cup WG1 PO: COL vs LUX,Clay,Billy Harris,21,0.0105
Davis Cup WG1 PO: COL vs LUX,Clay,Hubert Hurkacz,21,0.0105
Davis Cup WG1 PO: COL vs LUX,Clay,Mohamed Safwat,21,0.0105
Davis Cup WG1 PO: COL vs LUX,Clay,Iliyan Radulov,20,0.01
Davis Cup WG1 PO: COL vs LUX,Clay,Timofey Skatov,20,0.01
Davis Cup WG1 PO: COL vs LUX,Clay,Viktor Durasovic,20,0.01
Davis Cup WG1 PO: COL vs LUX,Clay,Zsombor Piros,20,0.01
Davis Cup WG1 PO: COL vs LUX,Clay,Marcelo Arevalo,19,0.0095
Davis Cup WG1 PO: COL vs LUX,Clay,Lukas Neumayer,19,0.0095
Davis Cup WG1 PO: COL vs LUX,Clay,Chris Rodesch,19,0.0095
Davis Cup WG1 PO: COL vs LUX,Clay,Giovanni Mpetshi Perricard,19,0.0095
Davis Cup WG1 PO: COL vs LUX,Clay,Lukas Pokorny,18,0.009
Davis Cup WG1 PO: COL vs LUX,Clay,Beibit Zhukayev,18,0.009
Davis Cup WG1 PO: COL vs LUX,Clay,Cezar Cretu,18,0.009
Davis Cup WG1 PO: COL vs LUX,Clay,Lorenzo Musetti,18,0.009
Davis Cup WG1 PO: COL vs LUX,Clay,Karen Khachanov,18,0.009
Davis Cup WG1 PO: COL vs LUX,Clay,Lucas Miedler,18,0.009
Davis Cup WG1 PO: COL vs LUX,Clay,Tommy Paul,18,0.009
Davis Cup WG1 PO: COL vs LUX,Clay,Jiri Lehecka,17,0.0085
Davis Cup WG1 PO: COL vs LUX,Clay,Thiago Monteiro,17,0.0085
Davis Cup WG1 PO: COL vs LUX,Clay,Gonzalo Escobar,17,0.0085
Davis Cup WG1 PO: COL vs LUX,Clay,Benedict Badza,17,0.0085
Davis Cup WG1 PO: COL vs LUX,Clay,Andrey Rublev,17,0.0085
Davis Cup WG1 PO: COL vs LUX,Clay,Grigor Dimitrov,17,0.0085
Davis Cup WG1 PO: COL vs LUX,Clay,Boris Arias,17,0.0085
Davis Cup WG1 PO: COL vs LUX,Clay,Tomas Martin Etcheverry,17,0.0085
Davis Cup WG1 PO: COL vs LUX,Clay,Liova Ayite Ajavon,17,0.0085
Davis Cup WG1 PO: COL vs LUX,Clay,Nerman Fatic,17,0.0085
Davis Cup WG1 PO: COL vs LUX,Clay,Tallon Griekspoor,17,0.0085
Davis Cup WG1 PO: COL vs LUX,Clay,Paul Jubb,17,0.0085
Davis Cup WG1 PO: COL vs LUX,Clay,Jack Loutit,16,0.008
Davis Cup WG1 PO: COL vs LUX,Clay,Juan Carlos Prado Angelo,16,0.008
Davis Cup WG1 PO: COL vs LUX,Clay,Oliver Ojakaar,16,0.008
Davis Cup WG1 PO: COL vs LUX,Clay,Marco Trungelliti,16,0.008
Davis Cup WG1 PO: COL vs LUX,Clay,Diego Duran,16,0.008
Davis Cup WG1 PO: COL vs LUX,Clay,Learner Tien,16,0.008
Davis Cup WG1 PO: COL vs LUX,Clay,Matteo Arnaldi,16,0.008
Davis Cup WG1 PO: COL vs LUX,Clay,Darian King,16,0.008
Davis Cup WG1 PO: COL vs LUX,Clay,Thiago Agustin Tirante,15,0.0075
Davis Cup WG1 PO: COL vs LUX,Clay,Michael Mmoh,15,0.0075
Davis Cup WG1 PO: COL vs LUX,Clay,Tomas Machac,15,0.0075
Davis Cup WG1 PO: COL vs LUX,Clay,Zizou Bergs,15,0.0075
Davis Cup WG1 PO: COL vs LUX,Clay,Martin Damm,15,0.0075
Davis Cup WG1 PO: COL vs LUX,Clay,Andres Andrade,15,0.0075
Davis Cup WG1 PO: COL vs LUX,Clay,Nam Hoang Ly,15,0.0075
Davis Cup WG1 PO: COL vs LUX,Clay,Stylianos Christodoulou,15,0.0075
Davis Cup WG1 PO: COL vs LUX,Clay,Vasek Pospisil,14,0.007
Davis Cup WG1 PO: COL vs LUX,Clay,Yanaki Milev,14,0.007
Davis Cup WG1 PO: COL vs LUX,Clay,Rafael Nadal,14,0.007
Davis Cup WG1 PO: COL vs LUX,Clay,Ioannis Xilas,14,0.007
Davis Cup WG1 PO: COL vs LUX,Clay,Henrique Rocha,14,0.007
Davis Cup WG1 PO: COL vs LUX,Clay,Gijs Brouwer,14,0.007
Davis Cup WG1 PO: COL vs LUX,Clay,Milos Raonic,14,0.007
Davis Cup WG1 PO: COL vs LUX,Clay,Thomas Yaka Kofi Setodji,14,0.007
Davis Cup WG1 PO: COL vs LUX,Clay,Roberto Carballes Baena,14,0.007
Davis Cup WG1 PO: COL vs LUX,Clay,Franco Roncadelli,13,0.0065
Davis Cup WG1 PO: COL vs LUX,Clay,Ricardas Berankis,13,0.0065
Davis Cup WG1 PO: COL vs LUX,Clay,Hugo Nys,13,0.0065
Davis Cup WG1 PO: COL vs LUX,Clay,Alex Molcan,13,0.0065
Davis Cup WG1 PO: COL vs LUX,Clay,Taylor Fritz,13,0.0065
Davis Cup WG1 PO: COL vs LUX,Clay,Pablo Llamas Ruiz,13,0.0065
Davis Cup WG1 PO: COL vs LUX,Clay,Coleman Wong,12,0.006
Davis Cup WG1 PO: COL vs LUX,Clay,Roberto Bautista Agut,11,0.0055
Davis Cup WG1 PO: COL vs LUX,Clay,Romain Arneodo,11,0.0055
Davis Cup WG1 PO: COL vs LUX,Clay,Niki Kaliyanda Poonacha,11,0.0055
Davis Cup WG1 PO: COL vs LUX,Clay,Jannik Sinner,11,0.0055
Davis Cup WG1 PO: COL vs LUX,Clay,Remy Bertola,11,0.0055
Davis Cup WG1 PO: COL vs LUX,Clay,Aleksandre Bakshi,11,0.0055
Davis Cup WG1 PO: COL vs LUX,Clay,Joao Fonseca,11,0.0055
Davis Cup WG1 PO: COL vs LUX,Clay,Cameron Norrie,10,0.005
Davis Cup WG1 PO: COL vs LUX,Clay,Nicolai Budkov Kjaer,10,0.005
Davis Cup WG1 PO: COL vs LUX,Clay,Yoshihito Nishioka,10,0.005
Davis Cup WG1 PO: COL vs LUX,Clay,Gabriel Diallo,10,0.005
Davis Cup WG1 PO: COL vs LUX,Clay,Holger Rune,10,0.005
Davis Cup WG1 PO: COL vs LUX,Clay,Hamad Medjedovic,10,0.005
Davis Cup WG1 PO: COL vs LUX,Clay,Alex De Minaur,10,0.005
Davis Cup WG1 PO: COL vs LUX,Clay,Demetris Azoides,10,0.005
Davis Cup WG1 PO: COL vs LUX,Clay,Alexander Bublik,10,0.005
Davis Cup WG1 PO: COL vs LUX,Clay,Martyn Pawelski,10,0.005
Davis Cup WG1 PO: COL vs LUX,Clay,Bu Yunchaokete,10,0.005
Davis Cup WG1 PO: COL vs LUX,Clay,Denis Shapovalov,10,0.005
Davis Cup WG1 PO: COL vs LUX,Clay,Fitriadi M Rifqi,10,0.005
Davis Cup WG1 PO: COL vs LUX,Clay,Hong Kit Jack Wong,10,0.005
Davis Cup WG1 PO: COL vs LUX,Clay,Altug Celikbilek,10,0.005
Davis Cup WG1 PO: COL vs LUX,Clay,Alex Knaff,10,0.005
Davis Cup WG1 PO: COL vs LUX,Clay,Alibek Kachmazov,10,0.005
Davis Cup WG1 PO: COL vs LUX,Clay,Blaise Bicknell,9,0.0045
Davis Cup WG1 PO: COL vs LUX,Clay,Gabi Adrian Boitan,9,0.0045
Davis Cup WG1 PO: COL vs LUX,Clay,Elmer Moller,9,0.0045
Davis Cup WG1 PO: COL vs LUX,Clay,Alejandro Davidovich Fokina,8,0.004
Davis Cup WG1 PO: COL vs LUX,Clay,Ben Shelton,8,0.004
Davis Cup WG1 PO: COL vs LUX,Clay,Frances Tiafoe,8,0.004
Davis Cup WG1 PO: COL vs LUX,Clay,Matej Dodig,8,0.004
Davis Cup WG1 PO: COL vs LUX,Clay,Alejandro Tabilo,8,0.004
Davis Cup WG1 PO: COL vs LUX,Clay,Pablo Carreno Busta,8,0.004
Davis Cup WG1 PO: COL vs LUX,Clay,Flavio Cobolli,8,0.004
Davis Cup WG1 PO: COL vs LUX,Clay,Kei Nishikori,8,0.004
Davis Cup WG1 PO: COL vs LUX,Clay,Reilly Opelka,8,0.004
Davis Cup WG1 PO: COL vs LUX,Clay,Alex Michelsen,8,0.004
Davis Cup WG1 PO: COL vs LUX,Clay,Brandon Nakashima,7,0.0035
Davis Cup WG1 PO: COL vs LUX,Clay,Marcos Giron,7,0.0035
Davis Cup WG1 PO: COL vs LUX,Clay,Ugo Humbert,7,0.0035
Davis Cup WG1 PO: COL vs LUX,Clay,Sebastian Korda,6,0.003
Davis Cup WG1 PO: COL vs LUX,Clay,Jack Draper,6,0.003
Davis Cup WG1 PO: COL vs LUX,Clay,David Goffin,6,0.003
Davis Cup WG1 PO: COL vs LUX,Clay,Jerome Kym,6,0.003
Davis Cup WG1 PO: COL vs LUX,Clay,Arthur Fils,5,0.0025
Davis Cup WG1 PO: COL vs LUX,Clay,Daniil Medvedev,5,0.0025
Davis Cup WG1 PO: COL vs LUX,Clay,Emil Ruusuvuori,5,0.0025
Davis Cup WG1 PO: COL vs LUX,Clay,Gael Monfils,4,0.002
Davis Cup WG1 PO: COL vs LUX,Clay,Jordan Thompson,3,0.0015
Davis Cup WG1 PO: COL vs LUX,Clay,Juncheng Shang,3,0.0015
Davis Cup WG1 PO: COL vs LUX,Clay,Alexei Popyrin,2,0.001
Hong Kong,Hard,Jannik Sinner,238,0.119
Hong Kong,Hard,Grigor Dimitrov,50,0.025
Hong Kong,Hard,Alexander Zverev,45,0.0225
Hong Kong,Hard,Ugo Humbert,41,0.0205
Hong Kong,Hard,Carlos Alcaraz,39,0.0195
Hong Kong,Hard,Holger Rune,34,0.017
Hong Kong,Hard,Jordan Thompson,32,0.016
Hong Kong,Hard,Alexei Popyrin,31,0.0155
Hong Kong,Hard,Daniil Medvedev,27,0.0135
Hong Kong,Hard,Karen Khachanov,25,0.0125
Hong Kong,Hard,Alex Michelsen,24,0.012
Hong Kong,Hard,Stylianos Christodoulou,22,0.011
Hong Kong,Hard,Nicolai Budkov Kjaer,22,0.011
Hong Kong,Hard,Frances Tiafoe,22,0.011
Hong Kong,Hard,Tomas Machac,22,0.011
Hong Kong,Hard,Kei Nishikori,22,0.011
Hong Kong,Hard,Marcelo Arevalo,21,0.0105
Hong Kong,Hard,Alex De Minaur,21,0.0105
Hong Kong,Hard,Andrey Rublev,21,0.0105
Hong Kong,Hard,Joao Fonseca,21,0.0105
Hong Kong,Hard,Learner Tien,20,0.01
Hong Kong,Hard,Emil Ruusuvuori,20,0.01
Hong Kong,Hard,Casper Ruud,20,0.01
Hong Kong,Hard,Jakub Mensik,19,0.0095
Hong Kong,Hard,Bu Yunchaokete,19,0.0095
Hong Kong,Hard,Juncheng Shang,19,0.0095
Hong Kong,Hard,Alejandro Davidovich Fokina,19,0.0095
Hong Kong,Hard,Jiri Lehecka,18,0.009
Hong Kong,Hard,Benedict Badza,18,0.009
Hong Kong,Hard,Lucas Miedler,18,0.009
Hong Kong,Hard,Sebastian Korda,17,0.0085
Hong Kong,Hard,Ben Shelton,17,0.0085
Hong Kong,Hard,Blaise Bicknell,16,0.008
Hong Kong,Hard,Hubert Hurkacz,16,0.008
Hong Kong,Hard,Remy Bertola,16,0.008
Hong Kong,Hard,Novak Djokovic,16,0.008
Hong Kong,Hard,Gonzalo Escobar,16,0.008
Hong Kong,Hard,Alibek Kachmazov,16,0.008
Hong Kong,Hard,Fitriadi M Rifqi,15,0.0075
Hong Kong,Hard,Tommy Paul,15,0.0075
Hong Kong,Hard,Vasek Pospisil,15,0.0075
Hong Kong,Hard,Arthur Fils,15,0.0075
Hong Kong,Hard,Matteo Arnaldi,15,0.0075
Hong Kong,Hard,Taylor Fritz,15,0.0075
Hong Kong,Hard,Cezar Cretu,14,0.007
Hong Kong,Hard,Gabi Adrian Boitan,14,0.007
Hong Kong,Hard,Denis Shapovalov,14,0.007
Hong Kong,Hard,Flavio Cobolli,14,0.007
Hong Kong,Hard,Elmer Moller,14,0.007
Hong Kong,Hard,Martyn Pawelski,14,0.007
Hong Kong,Hard,Viktor Durasovic,14,0.007
Hong Kong,Hard,Beibit Zhukayev,14,0.007
Hong Kong,Hard,Gael Monfils,14,0.007
Hong Kong,Hard,David Goffin,13,0.0065
Hong Kong,Hard,Marcos Giron,13,0.0065
Hong Kong,Hard,Coleman Wong,13,0.0065
Hong Kong,Hard,Pablo Carreno Busta,13,0.0065
Hong Kong,Hard,Jack Draper,13,0.0065
Hong Kong,Hard,Jerome Kym,13,0.0065
Hong Kong,Hard,Chris Rodesch,12,0.006
Hong Kong,Hard,Hamad Medjedovic,12,0.006
Hong Kong,Hard,Aleksandre Bakshi,12,0.006
Hong Kong,Hard,Hugo Nys,12,0.006
Hong Kong,Hard,Diego Duran,12,0.006
Hong Kong,Hard,Lukas Pokorny,12,0.006
Hong Kong,Hard,Ricardas Berankis,11,0.0055
Hong Kong,Hard,Juan Carlos Prado Angelo,11,0.0055
Hong Kong,Hard,Billy Harris,11,0.0055
Hong Kong,Hard,Lukas Neumayer,11,0.0055
Hong Kong,Hard,Liova Ayite Ajavon,11,0.0055
Hong Kong,Hard,Gabriel Diallo,11,0.0055
Hong Kong,Hard,Zizou Bergs,11,0.0055
Hong Kong,Hard,Marco Trungelliti,11,0.0055
Hong Kong,Hard,Roberto Carballes Baena,11,0.0055
Hong Kong,Hard,Matteo Berrettini,11,0.0055
Hong Kong,Hard,Romain Arneodo,11,0.0055
Hong Kong,Hard,Hong Kit Jack Wong,11,0.0055
Hong Kong,Hard,Cameron Norrie,11,0.0055
Hong Kong,Hard,Gijs Brouwer,11,0.0055
Hong Kong,Hard,Martin Damm,11,0.0055
Hong Kong,Hard,Michael Mmoh,10,0.005
Hong Kong,Hard,Thiago Agustin Tirante,10,0.005
Hong Kong,Hard,Facundo Bagnis,10,0.005
Hong Kong,Hard,Nerman Fatic,10,0.005
Hong Kong,Hard,Felix Auger Aliassime,10,0.005
